smiles,exp
Cc1ccccc1OCC(O)CNCC(O)COc1ccccc1C,3.67
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,-0.02
OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(F)cc1,2.95
CNC(=O)N(C)C(=O)Nc1cc(Cc2ccccc2)ccc1F,3.9
CCc1ccc(F)c(NC(=O)N(C)C(=O)NC)c1,3.23
CNC(=O)N(C)C(=O)Nc1cc(F)ccc1F,2.4
CNC(=O)N(C)C(=O)Nc1cc(C(C)C)ccc1F,3.53
CNC(=O)N(C)C(=O)Nc1cc(I)ccc1F,3.58
CNC(=O)N(C)C(=O)Nc1cc(OC(C)C)ccc1F,3.08
CNC(=O)N(C)C(=O)Nc1cc(C(C)=O)ccc1F,1.82
CNC(=O)N(C)C(=O)Nc1cc(-c2ccccc2)ccc1F,3.78
CNC(=O)N(C)C(=O)Nc1cc(OC)ccc1F,2.14
CCC(CC)c1ccc(F)c(NC(=O)N(C)C(=O)NC)c1,4.46
CNC(=O)N(C)C(=O)Nc1cc(C2CCCCC2)ccc1F,4.58
CNC(=O)N(C)C(=O)Nc1cc(C(C)(C)C)ccc1F,3.96
CC(=O)NNC(=O)Nc1cccc(C)c1,0.75
CC(=O)NNC(=O)Nc1ccc(C(C)(C)C)cc1,2.08
CC(=O)NNC(=O)Nc1cccc(F)c1,0.73
CC(=O)NNC(=O)Nc1ccc(F)cc1,0.45
CC(=O)NNC(=O)Nc1cccc(Cl)c1,1.33
CC(=O)NNC(=O)Nc1cccc(Br)c1,1.48
CC(=O)NNC(=O)Nc1cccc(I)c1,1.71
CC(=O)NNC(=O)Nc1ccc(I)cc1,1.65
CC(=O)NNC(=O)Nc1cccc(C(F)(F)F)c1,1.59
COc1cccc(NC(=O)NNC(C)=O)c1,0.33
CCOc1ccc(NC(=O)NNC(C)=O)cc1,0.51
CC(=O)NNC(=O)Nc1ccc(Oc2ccccc2)cc1,2.01
CC(=O)NNC(=O)Nc1ccc(N(C)C)cc1,0.11
CC(=O)NNC(=O)Nc1ccc(O)cc1,-0.79
CC(=O)NNC(=O)Nc1cccc([N+](=O)[O-])c1,0.67
CC(=O)NNC(=O)Nc1ccc([N+](=O)[O-])cc1,0.77
CC(=O)NNC(=O)Nc1ccc(C#N)cc1,0.38
CC(C)(C)C(COc1ccccc1)OC(=S)n1ccnc1,4.27
CC(C)(C)C(COc1ccc(Cl)cc1)OC(=S)n1ccnc1,4.96
CC(C)(C)C(COc1ccc(Br)cc1)OC(=S)n1ccnc1,5.11
Cc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.66
CCCc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.77
CC(C)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.21
CC(C)(C)C(COc1ccc(-c2ccccc2)cc1)OC(=S)n1ccnc1,6.06
COc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.31
CCc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.09
CC(C)(C)C(COc1ccccc1)OC(=O)n1ccnc1,3.58
CC(C)(C)C(COc1ccc(F)cc1)OC(=O)n1ccnc1,3.68
CC(C)(C)C(COc1ccc(Cl)cc1)OC(=O)n1ccnc1,4.19
CC(C)(C)C(COc1ccc(Br)cc1)OC(=O)n1ccnc1,4.37
CC(C)(C)C(COc1ccc([N+](=O)[O-])cc1)OC(=O)n1ccnc1,3.35
CC(C)(C)C(COc1ccc(C#N)cc1)OC(=O)n1ccnc1,3.15
CC(C)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.77
CC(C)(C)C(COc1ccc(-c2ccccc2)cc1)OC(=O)n1ccnc1,4.56
CC(C)(C)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.82
CCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.1
CCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.73
CCCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.97
COc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.46
CSc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.03
CCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.86
CCCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.1
CCOC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.12
Clc1ccc(Nc2cc3nc4ccccc4n(-c4ccc(Cl)cc4)c-3cc2=NCCCN2CCCC2)cc1,7.17
Clc1ccc(Nc2cc3nc4ccccc4n(-c4ccc(Cl)cc4)c-3cc2=NCCCN2CCCCC2)cc1,8.18
CCN(CC)CCCC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,7.92
Clc1ccc(Nc2cc3nc4ccccc4n(-c4ccc(Cl)cc4)c-3cc2=NCC2CCNCC2)cc1,6.44
CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,4.6
Cc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,5.21
COC(=O)C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,1.7
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,5.01
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,0.01
CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,2.69
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1,3.28
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1,2.85
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1[N+](=O)[O-],2.27
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1,2.45
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)c(Cl)c1,4.25
CC(C)(C)N(NC(=O)c1ccccc1Cl)C(=O)c1ccccc1Cl,2.75
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,3.42
Cc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1,2.99
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Cl,2.59
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,3.22
CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c1ccccc1Cl,3.49
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,3.51
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1F,2.38
COc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,2.04
Cc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,2.75
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc([N+](=O)[O-])c1,2.73
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Br)cc1,3.66
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1F,2.16
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1,2.56
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1I,2.83
CSc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,2.6
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1Cl,3.55
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(F)c1,2.78
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Br,2.69
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,3.56
CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,3.78
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,4.25
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)c(F)c(F)c(F)c1F,3.25
Cc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,2.79
Cc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1C,3.1
Cc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1C,3.34
COc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,2.56
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(C#N)cc1,2.5
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(C(F)(F)F)cc1,3.77
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(C(F)(F)F)c1,3.61
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1C(F)(F)F,2.85
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(C#N)c1,2.34
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(Cl)cccc1Cl,2.56
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl,3.41
Cc1cc(C)cc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,3.39
Cc1c(Cl)cccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,3.57
Cc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,3.15
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Br)c1,3.49
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(I)c1,3.72
CCc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,2.96
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1OC,2.09
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(I)cc1,3.78
CCC(C(=O)Oc1ccccc1)C(C)C,4.2
CCOC(C(=O)OCc1ccccc1)C(C)C,3.29
CS(=O)CC(=O)CN=O,-0.72
CS(=O)(=O)CC(=O)CN=O,-0.69
CSCC(=O)CN=O,1.21
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(CO)CC21,7.44
CCCN(CCC)C1COc2c(O)cccc2C1,3.3
COC(=O)c1ccccc1CS(N)(=O)=O,0.37
CCCN1CCOC2c3cc(O)ccc3OCC21,1.97
CCc1nc(S(=O)(=O)Nc2c(F)cccc2F)nn1-c1ccccc1,3.7
Cc1ccc(Cl)c(NS(=O)(=O)c2nc(C)n(-c3ccccc3)n2)c1Cl,4.4
CCc1ccc(-c2nc3ncccc3[nH]2)cc1,3.42
CC(C)(C)c1ccc(-c2nc3ncccc3[nH]2)cc1,4.82
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,6.61
Cc1sc(C(=O)Nc2nnn[nH]2)c(OC(C)C)c1Br,1.72
CC(C)Oc1c(C(=O)Nc2nn[nH]n2)sc(Br)c1Br,1.85
COc1sc(C(=O)Nc2nn[nH]n2)c(OC(C)C)c1Br,1.35
CC(C)Oc1c(Br)c(Br)n(C)c1C(=O)Nc1nn[nH]n1,2.52
NC(=O)NS(=O)(=O)c1cccnc1,-0.65
CCCCOC(=O)Nc1ccc(OCC)c(OCC)c1,3.46
CCOc1ccc(NC(=O)OC2CCCC2)cc1OCC,3.33
CCOc1ccccc1NC(=O)OC,2.43
COC(=O)Nc1ccccc1C(F)(F)F,2.09
COC(=O)Nc1cccc(I)c1,3.03
CCc1cccc(NC(=O)OC)c1,2.74
CCOc1cccc(NC(=O)OC)c1,2.31
CCCCc1ccc(NC(=O)OC)cc1,3.69
COP(=S)(OC)Oc1c(Cl)cccc1C#N,3.58
CN(C)C(=O)COC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1,1.18
O=C(O)CSC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.82
O=C(O)CSC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.72
O=C(O)CSC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1,1.09
O=C(O)CSC1=NS(=O)(=O)c2ccc(Cl)c(Cl)c2N1,1.1
O=C(O)CSC1=NS(=O)(=O)c2cc(Br)ccc2N1,0.92
O=C(O)CSC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,1.16
Cc1ccc2c(c1)NC(SCC(=O)O)=NS2(=O)=O,0.7
COc1ccc2c(c1)NC(SCC(=O)O)=NS2(=O)=O,0.37
O=C(O)CSC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,1.62
O=C(O)CSC1=NS(=O)(=O)c2ccccc2N1,0.18
O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.79
COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0.73
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,3.23
CC(CO)CC(F)(F)F,1.39
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(N)=O,1.43
COC(=O)CCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,2.6
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCC(N)=O,2.3
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCO,2.79
COC(=O)CCCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,3.7
CN(C)C(=O)COC(=O)c1ccccc1O,1.21
CN(CCO)C(=O)COC(=O)c1ccccc1O,0.86
NC1CC(CO)N(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,-0.98
CC1CC(N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,0.09
CC1CC(N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,-0.2
CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,6.68
N=[N+]=NC1CC(n2cnc3c(N)nc(N)nc32)OC1CO,0.12
Nc1nc(N)c2ncn(C3CC(F)C(CO)O3)c2n1,0.05
Cc1ssc(=S)c1Cc1ccccc1,3.78
N#CN=[N+]([O-])c1cccc(F)c1,1.85
N#CN=[N+]([O-])c1ccc(F)cc1,1.8
N#CN=[N+]([O-])c1ccc(C(F)(F)F)cc1,2.47
N#CN=[N+]([O-])c1cccc(C(F)(F)F)c1,2.52
N#CN=[N+]([O-])c1cccc(C#N)c1,1.15
N#CN=[N+]([O-])c1ccc(C#N)cc1,1.18
CCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-0.67
CC(C(N)=O)n1nnc2ccccc21,0.35
CCCCC(C(=O)OCC)n1nnc2ccccc21,3.32
CCC(C(N)=O)n1nnc2ccccc21,0.88
CCC(C(N)=O)n1nc2ccccc2n1,1.25
CC(C)(C(N)=O)n1nnc2ccccc21,0.76
CCOC(=O)C(CC)n1nnc2ccccc21,2.34
CCOC(=O)C(CC)n1nc2ccccc2n1,2.88
CCCCC(C(N)=O)n1nnc2ccccc21,1.88
CCCC(C(=O)OCC)n1nc2ccccc2n1,3.38
CCCC(C(N)=O)n1nc2ccccc2n1,1.75
CC(C)(C(N)=O)n1nc2ccccc2n1,1.16
CCCC(C(=O)OCC)n1nnc2ccccc21,2.82
CCCCC(C(=O)OCC)n1nc2ccccc2n1,3.88
CC(C(N)=O)n1nc2ccccc2n1,0.86
CCCC(C(N)=O)n1nnc2ccccc21,1.38
CCCCC(C(N)=O)n1nc2ccccc2n1,2.28
CC(CCC(=O)O)n1nnc2ccccc21,0.15
CCOC(=O)CCC(C)n1nnc2ccccc21,2.64
CC(CCC(=O)O)n1nc2ccccc2n1,0.69
CC(CCC(N)=O)n1nc2ccccc2n1,1.35
Cc1c(N)no[n+]1[O-],-0.17
CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1,0.66
COCCN(CCOC)C(=O)COC(=O)c1ccccc1,1.28
O=C(OCC(=O)N1CCC1)c1ccccc1,1.2
O=C(OCC(=O)N1CCCCCC1)c1ccccc1,2.3
CCC1CCCCN1C(=O)COC(=O)c1ccccc1,2.62
CC1CCCC(C)N1C(=O)COC(=O)c1ccccc1,2.9
O=C(OCC(=O)N1CCC(O)CC1)c1ccccc1,0.63
O=C(OCC(=O)N1CCC1C(=O)O)c1ccccc1,0.79
O=C(OCC(=O)N1CCCC1C(=O)O)c1ccccc1,1.02
COC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,1.42
CN(C)C(=O)CCOC(=O)c1ccccc1,1.28
CN(C)C(=O)CCCOC(=O)c1ccccc1,1.86
CCN(CC)C(=O)C(C)OC(=O)c1ccccc1,2.3
CC(=O)N(C)C(=O)COC(=O)c1ccccc1,1.58
CC(C)NC(=O)COC(=O)c1ccccc1,1.73
CCCCNC(=O)COC(=O)c1ccccc1,2.36
CCCCCCNC(=O)COC(=O)c1ccccc1,2.81
CC(NC(=O)COC(=O)c1ccccc1)C(N)=O,0.42
O=C(COC(=O)c1ccccc1)NC(CO)(CO)CO,0.25
CCN(C)C(=O)COC(=O)c1ccccc1,1.27
CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,3.8
Fc1ccc(Cn2cncn2)cc1,1.1
COc1ccc(Cn2cncn2)cc1,1.1
CCCCc1ccc(Cn2cncn2)cc1,2.81
FC(F)(F)c1cccc(Cn2cncn2)c1,1.74
Clc1ccc(Cn2cncn2)cc1Cl,2.54
O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1Br,-0.04
Clc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,5.18
COCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,1.7
Nc1nc(=O)c2[nH]c(N)c(Cc3ccsc3)c2[nH]1,1.08
Nc1nc(=O)c2[nH]c(N)c(Cc3cccs3)c2[nH]1,1.01
CCc1c(O)c(=O)ccn1C,-0.2
CCCn1ccc(=O)c(O)c1CC,0.7
CCc1c(O)c(=O)ccn1CC,0.25
CCCN1CCOC2c3cccc(O)c3OCC21,1.93
CCCN(CCC)C1CCOc2ccc(O)cc21,3.17
CCCN(CCC)C1COc2ccc(O)cc2C1,3.19
CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CC4CC3CN4)nc21,-0.41
CCCCCCN1CC(C(=O)O)CC1=O,1.6
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,3.24
CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,1.21
COC(=O)c1c(C)[nH]c(-c2ncccc2Cl)c1C(=O)OC,1.51
COC(=O)c1c(C)[nH]c(-c2ccc(Cl)cn2)c1C(=O)OC,2.7
COC(=O)c1c(C)[nH]c(-c2cc(Cl)ccn2)c1C(=O)OC,2.63
CCCCn1cccc(O)c1=O,1.18
CCN(CC)C(=O)COC(=O)c1ccccc1OC(C)=O,1.16
CCCN(CCC)C(=O)COC(=O)c1ccccc1OC(C)=O,2.09
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C(C)C)C(C)C,2.03
CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1OC(C)=O,1.67
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)CC(N)=O,-0.46
CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,0.3
CCCC(=NOCC)C1C(=O)CC(C)(C2CC2)OC1=O,3.28
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,5.27
COc1ccc2[nH]c3c4ccc(Cl)cc4ncc3c2c1,4.49
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,6.06
CN(C)C(=O)Nc1ccc(Oc2nnnn2C2CCCCC2)cc1,2.18
CCCCCCCCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,3.96
CN(C)C(=O)Nc1ccc(Oc2nnnn2Cc2ccccc2)cc1,1.7
CCOC(=O)Cn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,0.7
C#CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,1
CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1Cl,1.5
CN(C)C(=O)Nc1ccc(Oc2nnn(C)n2)cc1,0.63
CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.1
CC(C)n1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.45
CN(C)C(=O)Nc1ccc(Oc2nnn(C(C)(C)C)n2)cc1,2.08
CN(C)C(=O)Nc1ccc(Oc2nnn(C3CCCCC3)n2)cc1,2.67
CCCCCCCCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,4.4
C=CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.65
CN(C)C(=O)Nc1ccc(Oc2nnn(Cc3ccccc3)n2)cc1,2.25
CN(C)C(=O)Nc1ccc(Oc2nnn(CCC#N)n2)cc1,0.28
CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2Cl)n1,1.7
C#CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.65
COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,3.77
CC(=O)OCN1C(=O)C=C(C)C1=O,0.45
CC(=O)OCN1C(=O)C(C)=C(C)C1=O,0.65
CC(=O)OCN1Cc2ccccc2C1=O,0.99
N#CN=[N+]([O-])c1cccc2ccccc12,3.17
N#CN=[N+]([O-])c1ccnc2ccccc12,2.07
N#CN=[N+]([O-])c1cc[n+]([O-])c2ccccc12,1.12
N#CN=[N+]([O-])c1cc[n+]([O-])cc1,-0.41
N#CN=[N+]([O-])c1cnccn1,0.1
CC(=O)OCN1C(=O)C2CC=CCC2C1=O,0.97
O=c1nc[nH]c2c1ncn2C1OC(CO)CC1F,-1.21
N#CN=[N+]([O-])c1ncccn1,-0.13
CC1=C(C)C(=O)C(Cc2cccnc2)=C(C)C1=O,2.55
Cc1cc(=O)[nH]nc1C=Cc1ccc(-n2cnc3c2CCCC3)cc1,3.1
CC(=O)Nc1ccc(C=Cc2n[nH]c(=O)cc2C)cc1,1.27
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,3.89
COc1cnc(OC)cn1,1.14
COc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,3.48
CCCn1c(=O)n(C)c(=O)c2nc[nH]c21,1.02
COCCn1ccc(=O)c(O)c1C,-0.41
CCOCCCn1ccc(=O)c(O)c1C,0.12
CCCCCC(O)c1ccc(O)c(O)c1,2.32
O=C(C=Cc1ccc(O)c(O)c1)CCCCCO,1.67
CCNC(=O)COC(=O)c1ccccc1OC(C)=O,0.9
CC(=O)Oc1ccccc1C(=O)OCC(=O)NCC(N)=O,-0.43
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)C,0.38
CCCC(=O)OCOC(=O)c1ccccc1OC(C)=O,2.5
CC(=O)Oc1ccccc1C(=O)OCCN(C)C(C)=O,1.46
CN(C)C(=O)Nc1ccc(Oc2nnnn2C(C)(C)C)c(Cl)c1,2.25
CN(C)C(=O)Nc1ccc(Oc2nnnn2C(C)(C)C)cc1,1.65
COc1cc(Cl)c(Nc2ccccc2CC(=O)O)c(Cl)c1,4.44
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,4.04
Cc1no[n+]([O-])c1N,-0.32
CC(C)(C)C1(Cl)C(=O)NC(=O)NC1=O,0.82
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)cc(F)c1F,5.46
COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,1.76
NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,1.41
COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,1.52
O=C1CC(Oc2cccc(C(=O)OCc3ccccc3)c2)N1,2.83
O=C1CC(Oc2cccc3ccccc23)N1,2.66
O=C1CC(Oc2ccc(-c3ccccc3)cc2)N1,2.61
O=C1CC(Oc2ccc(C(=O)c3ccccc3)cc2)N1,2.14
O=C1CC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)N1,2.56
O=C1CC(Oc2ccc(C(=O)CCc3ccccc3)cc2)N1,2.48
O=C1CC(Oc2ccccc2C(=O)c2ccccc2)N1,1.83
O=C1CC(Sc2ccc3ccccc3c2)N1,2.64
O=C1CC(Sc2ccccn2)N1,0.61
CCOC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,2.8
CC(C)(C)OC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,3.6
CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)c2ccccc2)cc1,3
CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)C=Cc2ccccc2)cc1,3.3
CCOC(=O)CN1C(=O)CC1Sc1ccc2ccccc2c1,3.4
Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,2.16
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,4.61
CCCCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.6
CCSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-0.3
CC(=O)Nc1c(C)cc(Br)cc1C,2.12
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,4.3
Nc1ccn(C2OC(CO)CC2F)c(=O)n1,-1.18
Nc1nc(N)c2c(F)cccc2n1,1.19
Nc1nc(N)c2c(Br)cccc2n1,1.91
Nc1nc(N)c2c(I)cccc2n1,2.12
CSc1cccc2nc(N)nc(N)c12,1.81
CCOc1cccc2nc(N)nc(N)c12,1.69
CN(C)c1cccc2nc(N)nc(N)c12,1.65
N=[N+]=NC1C(CO)OC(n2cnc3c(N)ncnc32)C1N=[N+]=N,0.8
O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1Cl,-0.17
O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1I,0.21
Nc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,3.2
COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,1.36
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,4.32
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,4
CCNc1ncc(-c2ccncc2)cc1C#N,2.33
C=CCNc1ncc(-c2ccncc2)cc1C#N,2.07
N#Cc1cc(-c2ccncc2)cnc1N1CCCC1,2.95
COCCCNc1ncc(-c2ccncc2)cc1C#N,2.03
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1,0.65
NC1=NCC(CN2CCN(c3ccccn3)CC2)O1,0.48
NC1=NCC(CN2CCN(c3cccc(Cl)c3)CC2)O1,1.83
NC1=NCC(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)O1,2.21
NC1=NCC(CN2CCN(c3ccc(F)cc3)CC2)O1,1
