Compound,Weight (g/mol),Additives,Additives,Temp ©,CMC,,Qual. Mat. Meth.,Method,Authors,Reference,Source,Evaluation,Canonical SMILES,,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.30E-02,N,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,48023,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.36E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.30E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1 . 13E-2,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,9.40E-03,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.77E-02,N,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,48023,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.43E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,48020,K,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.26E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,48020,K,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.39E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.27E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1 . 15E-2,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,9.20E-03,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.20E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.02E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,7.30E-03,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,4.90E-03,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,25,1.77E-02,M,BB,EQUIV CONDCTNCE GRAPH,BROW GRIE,49014,P,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,25,2.37E-02,M,BB,EQUIV CONDCTNCE GRAPH,BROW GRIE,49014,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.64E-02,N,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,48023,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.42E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.39E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.30E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1 . 13E-2,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,8.90E-03,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,6.70E-03,M,BB,DENSITY,CART ANAC,60005,K,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.37E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.23E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,9.90E-03,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,7.60E-03,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,4.60E-03,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,G,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,25,9.20E-03,M,BB,EQUIV CONDCTNCE GRAPH,BROW GRIE,49014,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,1 .619E 1 H,PROPANOL-2,25,1.04E-02,M,BB,EQUIV CONDCTNCE GRAPH,BROW GRIE,49014,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,5.66 E 0 H,TERTIARY BUTANOL,25,7.90E-03,M,BB,EQUIV CONDCTNCE GRAPH,BROW GRIE,49014,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,7.88 E 0 H,TERTIARY BUTANOL,25,7.40E-03,M,BB,EQUIV CONDCTNCE GRAPH,BROW GRIE,49014,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
,,,,,,,,,,,,,,,,
D0DECYL TRIMETHYL AMMONIUM CHLORID,263.9,,,25,2.03E-02,M,CB,SPECFC CONDCTNCE GRAPH,OSUG SATO,65036,G,3,,,,
D0DECYL TRIMETHYL AMMONIUM CHLORID,263.9,5. E 2 Y,PRESSURE,25,2.09E-02,M,CB,SPECFC CONDCTNCE GRAPH,OSUG SATO,65036,G,3,,,,
D0DECYL TRIMETHYL AMMONIUM CHLORID,263.9,1 . E 3 Y,PRESSURE,25,2.11E-02,M,CB,SPECFC CONDCTNCE GRAPH,OSUG SATO,65036,G,3,,,,
D0DECYL TRIMETHYL AMMONIUM CHLORID,263.9,1.5 E 3 Y,PRESSURE,25,2.04E-02,M,CB,SPECFC CONDCTNCE GRAPH,OSUG SATO,65036,G,3,,,,
D0DECYL TRIMETHYL AMMONIUM CHLORID,263.9,2. E 3 Y,PRESSURE,25,1.98E-02,M,CB,SPECFC CONDCTNCE GRAPH,OSUG SATO,65036,G,3,,,,
D0DECYL TRIMETHYL AMMONIUM CHLORID,263.9,3. E 3 Y,PRESSURE,25,1.87E-02,M,CB,SPECFC CONDCTNCE GRAPH,OSUG SATO,65036,G,3,,,,
D0DECYL TRIMETHYL AMMONIUM CHLORID,263.9,4. E 3 Y,PRESSURE,25,1.83E-02,M,CB,SPECFC CONDCTNCE GRAPH,OSUG SATO,65036,G,3,,,,
D0DECYL TRIMETHYL AMMONIUM CHLORID,263.9,5. E 3 Y,PRESSURE,25,1.81E-02,M,CB,SPECFC CONDCTNCE GRAPH,OSUG SATO,65036,G,3,,,,
,,,,,,,,,,,,,,,,
TETRADECYL TRIMETHYL AMMONIUM CHLORIDE,292,,,25,4.47E-03,M,BB,UNSPECIFIED CONDUCTANCE,HOYE MARM,61002,T,3,CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],,,
,,,,,,,,,,,,,,,,
POTASSIUM OCTANOATE,182.3,3.3 E-2 W,K OH,15,3.72E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
POTASSIUM OCTANOATE,182.3,3 . 3 E-2 W,K OH,20,3.55E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
POTASSIUM OCTANOATE,182.3,3 . 3 E-2 W,K OH,25,3.45E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
POTASSIUM OCTANOATE,182.3,3 . 3 E-2 W,K OH,30,3.30E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
POTASSIUM OCTANOATE,182.3,3 . 3 E-2 W,K OH,35,3.13E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
POTASSIUM OCTANOATE,182.3,3 . 3 E-2 W,K OH,40,3.05E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
POTASSIUM OCTANOATE,182.3,3.3 E-2 W,K OH,45,3.10E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
POTASSIUM OCTANOATE,182.3,3.3 E-2 W,K OH,50,3.18E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
POTASSIUM OCTANOATE,182.3,3 . 3 E-2 W,K OH,55,3.31E-01,W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,CCCCCCCC(=O)[O-].[K+],,,
,,,,,,,,,,,,,,,,
SODIUM P 1 METHYL DECYL BENZENE SULFONATE,334.4,,,35,2.53E-03,W,BA,SPECFC CONDCTNCE GRAPH,GERS,57012,T,2,,,,
,,,,,,,,,,,,,,,,
SODIUM P 1 METHYL DODECYL BENZENE SULFONATE,362.4,,,35,7.20E-04,W,CA,SPECFC CONDCTNCE GRAPH,GERS,57012,T,3,,,,
,,,,,,,,,,,,,,,,
SODIUM P 1 METHYL TETRADECYL BENZENE SULFONATE,390.5,,,40,3.10E-04,W,BB,SPECFC CONDCTNCE GRAPH,GERS,57012,T,3,,,,
,,,,,,,,,,,,,,,,
SODIUM P OCTYL BENZENE SULFONATE,292.3,,,35,1.47E-02,W,CA,SPECFC CONDCTNCE GRAPH,GERS,57012,T,3,,,,
,,,,,,,,,,,,,,,,
SODIUM P DECYL BENZENE SULFONATE,320.4,,,50,1.47E-02,W,CA,SPECFC CONDCTNCE GRAPH,GERS,57012,T,3,CCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM P DODECYL BENZENE SULFONATE,348.4,,,60,1.20E-03,W,CA,SPECFC CONDCTNCE GRAPH,GERS,57012,T,3,CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM OCTYL 2 SULFATE,232.2,,,40,1.80E-01,M,BB,SPECFC CONDCTNCE GRAPH,EVAN,56606,T,3,CCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM TRIDECYL 2 SULFATE,302.3,,,40,6 50E-3,M,BB,SPECFC CONDCTNCE GRAPH,EVAN,56606,T,3,CCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM UNDECYL 3 SULFATE,274.3,,,40,2.89E-02,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56606,T,3,CCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM TETRADECYL 3 SULFATE,316.4,,,40,4.30E-03,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56606,T,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM HEXADECYL 4 SULFATE,344.4,,,40,1.72E-03,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56606,T,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM PENTADECYL 5 SULFATE,330.4,,,40,3.40E-03,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56606,T,3,CCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM UNDECYL 6 SULFATE,274.3,,,40,8.30E-02,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56006,T,3,CCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM HEXADECYL 6 SULFATE,344.4,,,40,2.35E-03,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56006,T,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM TRIDECYL 7 SULFATE,302.3,,,40,1.93E-02,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56006,T,3,CCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM PENTADECYL 8 SULFATE,330.4,,,40,6.65E-03,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56006,T,3,CCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM HEXADECYL 8 SULFATE,344.4,,,40,4.25E-03,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56006,T,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
DECYL TRIMETHYL AMMONIUM BROMIDE,280.3,,,25,6.46E-02,n,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCC[N+](C)(C)C.[Br-],,,
DECYL TRIMETHYL AMMONIUM BROMIDE,280.3,5.00 E 2 Y,PRESSURE,25,6.70E-02,w,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCC[N+](C)(C)C.[Br-],,,
DECYL TRIMETHYL AMMONIUM BROMIDE,280.3,1 000E 3 Y,PRESSURE,25,6.70E-02,w,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCC[N+](C)(C)C.[Br-],,,
DECYL TRIMETHYL AMMONIUM BROMIDE,280.3,1.500E 3 Y,PRESSURE,25,6.50E-02,w,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCC[N+](C)(C)C.[Br-],,,
DECYL TRIMETHYL AMMONIUM BROMIDE,280.3,3.000E 3 Y,PRESSURE,25,5.56E-02,w,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCC[N+](C)(C)C.[Br-],,,
,,,,,,,,,,,,,,,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,,,20,1.59E-02,M,BB,INTERFACIAL TENSION LOGM,HAYD PHIL,58012,L,D,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,,,25,4.48E-01,D,BB,TURBIDITY PLT LITE SCATR,ANAC JOHN,64017,K,D,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,,,,1.45E-02,M,,,,,M,,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,,,25,1.44E-02,N,BA,EQUIV CONDCTNCE GRAPH,VOEK TART,55006,T,D,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,,,25,1.56E-02,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,D,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,,,25,1.42E-02,M,BA,EQUIV CONDCTNCE GRAPH,BRUN HOLT,61016,T,D,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,1. E-l W,PHENOL,25,4.62E-03,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,1.00 E-l M,NA BR,25,1.38E-01,D,BB,TURBIDITY PLT LITE SCATR,ANAC JOHN,64017,K,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,,,,4.47E-03,M,,,,,M,,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,5.02 E-l M,NA BR,25,6.20E-02,D,BB,TURBIDITY PLT LITE SCATR,ANAC JOHN,64017,K,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,,,,2.01E-03,M,,,TUDD ALEX,,M,,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,5.00 E 2 Y,PRESSURE,25,1.61E-02,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,1.000E 3 Y,PRESSURE,25,1.62E-02,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,1.500E 3 Y,PRESSURE,25,1.56E-02,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,3.000E 3 Y,PRESSURE,25,1.27E-02,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,5. E-l M,UREA,25,1.56E-02,M,BA,EQUIV CONDCTNCE GRAPH,BRUN HOLT,61016,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,2.0 E 0 M,UREA,25,2.04E-02,M,BA,EQUIV CONDCTNCE GRAPH,BRUN HOLT,61016,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,6.0 E 0 M,UREA,25,4.54E-02,M,BA,EQUIV CONDCTNCE GRAPH,BRUN HOLT,61016,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,5.00 E 2 Y,PRESSURE PHENOL,25,5.00E-03,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,1.000E 3 Y,PRESSURE PHENOL,25,5.03E-03,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,1.500E 3 Y,PRESSURE PHENOL,25,4.88E-03,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
DODECYL TRIMETHYL AMMONIUM BROMIDE,308.4,3 000E 3 Y,PRESSURE PHENOL,25,3.88E-03,W,BA,SPECFC CONDCTNCE GRAPH,TUDD ALEX,62035,T,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,
,,,,,,,,,,,,,,,,
HEXADECYL 1TRIMETHYLAMMONIUM BROMIDE,364.5,,,25,9.20E-04,W,BA,SPECFC CONDCTNCE GRAPH,CZER,66030,T,2,,,,
HEXADECYL 1TRIMETHYLAMMONIUM BROMIDE,364.5,,,35,9.50E-04,M,BB,EQUIV CONDCTNCE GRAPH,HART COLL,36001,P,D,,,,
HEXADECYL 1TRIMETHYLAMMONIUM BROMIDE,364.5,,,35,9.80E-04,M,BB,SPECFC CONDCTNCE GRAPH,HART COLL,36001,P,D,,,,
HEXADECYL 1TRIMETHYLAMMONIUM BROMIDE,364.5,,,35,1.02E-03,W,BA,SPECFC CONDCTNCE GRAPH,CZER,66030,T,D,,,,
HEXADECYL 1TRIMETHYLAMMONIUM BROMIDE,364.5,,,45,1.16E-03,M,BA,SPECFC CONDCTNCE GRAPH,CZER,66030,T,3,,,,
HEXADECYL 1TRIMETHYLAMMONIUM BROMIDE,364.5,,,55,1.32E-03,W,BA,SPECFC CONDCTNCE GRAPH,CZER,66030,T,3,,,,
,,,,,,,,,,,,,,,,
HEXYL /OXYETHYLENE/ 3 ALCOHOL,234,,,15,1.07E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
HEXYL /OXYETHYLENE/ 3 ALCOHOL,234,,,25,1.00E-01,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
HEXYL /OXYETHYLENE/ 3 ALCOHOL,234,,,35,7.80E-02,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
OCTYL /OXYETHYLENE/ 3 ALCOHOL,262.4,,,15,9.30E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
OCTYL /OXYETHYLENE/ 3 ALCOHOL,262.4,,,25,7.50E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
OCTYL /OXYETHYLENE/ 6 ALCOHOL,394.6,,,15,1.19E-02,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
OCTYL /OXYETHYLENE/ 6 ALCOHOL,394.6,,,25,9.90E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
OCTYL /OXYETHYLENE/ 6 ALCOHOL,394.6,,,35,7.70E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
OCTYL /OXYETHYLENE/ 9 ALCOHOL,526.7,,,15,1.60E-02,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
OCTYL /OXYETHYLENE/ 9 ALCOHOL,526.7,,,25,1.30E-02,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
OCTYL /OXYETHYLENE/ 9 ALCOHOL,526.7,,,35,1.10E-02,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
DECYL /OXYETHYLENE/ 3 ALCOHOL,290.4,,,15,7.30E-04,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DECYL /OXYETHYLENE/ 3 ALCOHOL,290.4,,,25,6.00E-04,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DECYL /OXYETHYLENE/ 3 ALCOHOL,290.4,,,35,5.60E-04,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
DECYL /OXYETHYLENE/ 6 ALCOHOL,422.6,,,15,1.14E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DECYL /OXYETHYLENE/ 6 ALCOHOL,422.6,,,25,9.00E-04,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DECYL /OXYETHYLENE/ 6 ALCOHOL,422.6,,,35,6.60E-04,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
DECYL /OXYETHYLENE/ 9 ALCOHOL,554.8,,,15,1.40E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DECYL /OXYETHYLENE/ 9 ALCOHOL,554.8,,,25,1.30E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DECYL /OXYETHYLENE/ 9 ALCOHOL,554.8,,,35,1.10E-03,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
DODECYL /OXYETHYLENE/ 6 ALCOHOL,450.7,,,15,1.08E-04,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DODECYL /OXYETHYLENE/ 6 ALCOHOL,450.7,,,25,8.70E-05,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DODECYL /OXYETHYLENE/ 6 ALCOHOL,450.7,,,35,7.20E-05,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
