CMPD_CHEMBLID,ID,Log_p,smiles
CHEMBL186791,3443,3.2,Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccncc5)cc4
CHEMBL99948,3444,2.6,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(C)ccc3Cl)n2)cc1
CHEMBL1735467,3445,2.38,CC(=O)Nc1cccc(OCc2cnc(Cl)s2)c1
CHEMBL403569,3446,3.62,OCC(=O)N1CCC[C@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23
CHEMBL347164,3447,0.2,COc1ccc(cc1)c2nc(nc(O)c2C#N)N3CCOCC3
CHEMBL216105,3448,2.59,CN1CCC(COc2cc(OC3CCOCC3)c4c(Nc5c(Cl)ccc6OCOc56)ncnc4c2)CC1
CHEMBL325245,3449,3.29,COc1cc2ncnc(NCc3ccccc3)c2cc1OC
CHEMBL1221551,3450,3.53,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC=CC4
CHEMBL7568,3451,2.17,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13
CHEMBL1705098,3452,4.3,Cc1ccc(Oc2ccc(OCC(=O)Nc3ccncc3)cc2)cc1
CHEMBL1682808,3453,2.4,Cn1cnc2cc(OC(=O)c3ccccc3)cnc12
CHEMBL108667,3454,2.8,Brc1cc(Br)cc(COC[C@@H](N2CCNCC2)c3ccccc3)c1
CHEMBL817,3455,0.01,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2
CHEMBL32571,3456,2.6,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2
CHEMBL1721725,3457,2.33,Nc1c(c(CN2CCOCC2)nn1c3ccc(F)cc3)c4ccccc4
CHEMBL403656,3458,3.32,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N
CHEMBL16687,3459,3.98,Nc1nc2ccc(Cl)cc2c3nc(nn13)c4occc4
CHEMBL1916533,3460,1.78,COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2n1
CHEMBL968,3461,2.38,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13
CHEMBL2035027,3462,3.6,NC1(CCC1)c2ccc(cc2)c3ncc4ccccc4c3c5ccccc5
CHEMBL2338347,3463,2.58,CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@H](O)CO
CHEMBL1917434,3464,1.61,CCN(C(=O)C)c1cccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O
CHEMBL217904,3465,3.14,COc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1
CHEMBL1144,3466,-0.76,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12
CHEMBL2208423,3467,3.48,O[C@H](CNC(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL227198,3468,1.1,CN(C)C(=O)Nc1ccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1
CHEMBL572823,3469,3.19,COc1cc(Nc2cc(Oc3cccnc3C)ccn2)cc(OC)c1OC
CHEMBL300663,3470,2.67,CCOc1ccccc1c2ccc3c(c2)C(=O)C(=O)c4ccccc34
CHEMBL1718354,3471,2,Cc1cccc(NC(=O)NCC(N2CCOCC2)c3cccnc3)c1
CHEMBL2164684,3472,2.99,Fc1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL475387,3473,2.15,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4ccns4
CHEMBL1829416,3474,2.56,CCC(N(CCCN)C(=O)c1ccc(C)nc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4
CHEMBL2086672,3475,3.7,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C
CHEMBL728,3476,3.92,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
CHEMBL2325984,3477,4.1,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(c4ccccc4)c5ccc(Cl)cc5
CHEMBL2048500,3478,2.42,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(c3ccccc3)c4ccccc4)C(=O)OC
CHEMBL1645495,3479,3.46,O=C1C=C(Nc2cc(Cc3ccccc3)ccc12)c4cccnc4
CHEMBL1162395,3480,2.2,COc1cc(O)ccc1\C=C\2/CCCN=C2c3cccnc3
CHEMBL1783246,3481,3.8,CCCNC(=O)c1nnc2c(cccc2c1N)c3ccccc3
CHEMBL81624,3482,1.6,COc1cc(ccc1Cn2ncc3ccc(NC(=O)CC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5
CHEMBL124660,3483,2.6,COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5
CHEMBL570135,3484,2.57,CC1=CC(=O)Nc2sc(C(=O)c3ccc(Br)cc3)c(N)c12
CHEMBL50347,3485,2.9,COC(=O)CCCCCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c3ccccc23
CHEMBL2207663,3486,2.37,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2
CHEMBL2177610,3487,2.99,CCCSc1c(cnn1C)C(=O)NC2CCCCC2
CHEMBL1778621,3488,-0.87,CS(=O)(=O)c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F
CHEMBL1255781,3489,2,O=C(OCCN1CCCCC1)c2c[nH]c3ccccc23
CHEMBL560739,3490,3.56,CO[C@H]1CN(CCCOc2ccc(F)cc2)CC[C@H]1NC(=O)c3cc(Cl)c(N)cc3OC
CHEMBL362902,3491,2.2,CN(C)CC(C)(C)COc1nccc(Nc2cc(NC(=O)c3ccnc(c3)N4CCOCC4)ccc2C)n1
CHEMBL1289779,3492,2.52,CCc1cc2C(=NCc3nnc(C)n3c2s1)c4ccccc4Cl
CHEMBL1778618,3493,-1.08,OC(=O)COc1ccc(cc1c2ccccc2)C#N
CHEMBL2030436,3494,2.06,CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CCOCC4
CHEMBL1089168,3495,3.8,FC(F)(F)c1nn(cc1C(=O)NCCNC(=O)c2ccc(Cl)cn2)c3ccccc3
CHEMBL337962,3496,3.97,CNC(=O)c1cccc(NC(=O)Nc2cccc(c2)C#N)c1CN3CCC(Cc4ccc(F)cc4)CC3
CHEMBL2325985,3497,4.1,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(Cc4ccccc4)c5ccc(Cl)cc5
CHEMBL1438047,3498,1.67,Cc1oc(cc1C(=O)O)c2ccc(Cl)cc2
CHEMBL71936,3499,3.22,CSc1nc2cc(Cl)ccc2[nH]1
CHEMBL2349329,3500,3.9,CC(C)C[C@H](CO)Nc1nc(SCc2cccc(c2)C#N)nc3nc(N)sc13
CHEMBL2364624,3501,3.8,OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3ccc(Nc4ccc(nc4)C(F)(F)F)cn3
CHEMBL22,3502,0.63,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
CHEMBL1223817,3503,-0.07,CN(C)C(=O)N[C@@H]1CC[C@@H](CN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)CC1
CHEMBL1944691,3504,1.06,O[C@@H](CNCCc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34
CHEMBL1896341,3505,2.9,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c3ccc(F)cc3)cc1
CHEMBL2325990,3506,1,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(cc4)S(=O)(=O)C
CHEMBL1000,3507,1.27,OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
CHEMBL2086686,3508,2.3,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C#N
CHEMBL2010833,3509,3,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(c(F)c3)S(=O)(=O)C
CHEMBL2163590,3510,3.1,CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL1698932,3511,-0.21,Oc1cc(nc2ncnn12)c3ccccc3
CHEMBL1881806,3512,0.74,NC(=O)c1nnn(c1N)c2ccccc2
CHEMBL1467518,3513,1.72,OC(c1ccccc1)c2cccnc2
CHEMBL2031241,3514,2.56,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)Nc5nccs5
CHEMBL467803,3515,4.48,CN1C(=O)N(CC2CC2)c3nn(Cc4cn(C)c5ccc(Cl)cc45)c(c6cc(oc6C)S(=O)(=O)C)c3C1=O
CHEMBL643,3516,2.67,CC(CN1c2ccccc2Sc3ccccc13)N(C)C
CHEMBL1083637,3517,3.29,CCc1nc2c(N)nc3ccccc3c2n1Cc4ccccc4
CHEMBL1789328,3518,0.91,NCC[C@@H](Oc1ccc(Cl)cc1C#N)c2ccccc2
CHEMBL2140607,3519,0.6,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N
CHEMBL574413,3520,3.27,Cc1cc(Oc2ccnc(Nc3cccc(c3)N4CCOCC4)c2)c(nc1C)c5ccccn5
CHEMBL2158785,3521,2.19,Cc1c(Cl)c(ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)C#N
CHEMBL625,3522,2.35,c1ccc2[nH]c(nc2c1)c3cscn3
CHEMBL1952100,3523,2.6,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(Cl)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL257659,3524,3.55,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(C)cnc13
CHEMBL1764,3525,2.99,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1
CHEMBL127066,3526,2.46,Oc1nc(nc2ccccc12)c3ccccc3
CHEMBL469008,3527,3.2,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(oc6C)S(=O)(=O)C)c3C1=O
CHEMBL57759,3528,3.26,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C
CHEMBL1184584,3529,0.7,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccc(Cl)cc2
CHEMBL327693,3530,2.62,C[C@@](O)(C(=O)Nc1ccc(cc1Cl)C(=O)N2CCCCC2)C(F)(F)F
CHEMBL397162,3531,1.59,CC1(CC(=O)NC(=N1)N)c2ccc(Cl)c(Cl)c2
CHEMBL178835,3532,1.91,CC(C)[C@H](NC(=O)C[C@H](NC(=O)\C=C\c1ccccc1)c2ccccc2)C(=O)[C@H]3[C@H](C)C(=O)NC3=O
CHEMBL362962,3533,0.9,O=C1O[C@]2(CN3CCC2CC3)CN1c4cccs4
CHEMBL214848,3534,1.94,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC
CHEMBL231835,3535,3.3,OC[C@H](O)CN1C(=O)[C@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3
CHEMBL1184160,3536,2.8,CC(O)C(C)OC(=O)[C@@H]1CC2C(Cc3cn(C(C)C)c4cccc2c34)N(C)C1
CHEMBL1809060,3537,3,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6COCC(C5)N6
CHEMBL114500,3538,1.73,COc1ccnc(NC2CCN(CC2)C(=O)c3ccc(cc3)C#N)c1
CHEMBL2158790,3539,2.98,Cc1c(Cl)c(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2
CHEMBL2036731,3540,3.1,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5ccccn5)c4)nn3
CHEMBL163711,3541,3.07,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccc2)C(F)(F)F
CHEMBL245180,3542,3.7,CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1
CHEMBL85752,3543,4.36,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12
CHEMBL325713,3544,0.96,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3C(=O)CCC3=O)C(=O)C(F)(F)F
CHEMBL1940308,3545,1,CN1CCC(CC1)NC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2
CHEMBL521407,3546,3.23,CN1CCN(CC1)c2ccc3ncc(C(=O)N)c(Nc4ccc(Cl)cc4Cl)c3c2
CHEMBL1945289,3547,0.86,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2)cc1
CHEMBL1950850,3548,2.39,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccc(F)cc3)C2
CHEMBL26456,3549,1.1,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC4CCNCC4
CHEMBL2326470,3550,-0.12,Nc1nc2cc3CCN(Cc4cnc[nH]4)CCc3cc2s1
CHEMBL199118,3551,3.61,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)Cc4ccccc4)cc3)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C
CHEMBL2316381,3552,4.2,FC(F)(F)CCS(=O)(=O)Oc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCOCC5
CHEMBL1428115,3553,2.1,CC(CC(=O)NCc1ccccc1)C2CCCO2
CHEMBL1950723,3554,1.9,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCCc3ccccc3)C2
CHEMBL225364,3555,2.93,CNc1cc(nc2c(cc(OC)cc12)N3CCN(C)CC3)C(=O)Nc4ccc(cc4)N5CCOCC5
CHEMBL2062579,3556,2.49,CS(=O)(=O)Cc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1
CHEMBL294286,3557,3.2,CCn1c2ccccc2c3cc(NC(=O)CN(C)C)ccc13
CHEMBL245908,3558,0.93,OC(=O)COc1ccc(Cl)cc1C2CCCCC2
CHEMBL64941,3559,3.8,Oc1ccc2[nH]c(CN3CCC(Cc4ccc(F)cc4)CC3)nc2c1
CHEMBL380648,3560,0.1,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCCNCC4
CHEMBL2087858,3561,3.33,Cn1cc(cc1c2c3C(=O)N(CC#N)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N
CHEMBL1587607,3562,2.58,Clc1ccccc1NC(=O)c2cc[nH]n2
CHEMBL179858,3563,3.5,CN(C)S(=O)(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1
CHEMBL2335903,3564,3.17,C[C@@H](NC1=CC(=O)CCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2
CHEMBL2042442,3565,2.21,O=C1C=C(Nc2ccccc12)c3occc3
CHEMBL2326476,3566,2.66,Nc1nc2cc3CCN(Cc4ccccc4)CCc3cc2s1
CHEMBL1784346,3567,2.1,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCC(F)(F)CC3)N(O)C=O
CHEMBL325093,3568,1.69,Oc1ccc(CCNCCCNS(=O)(=O)CCOCc2cccc3ccccc23)c4sc(O)nc14
CHEMBL89786,3569,4,c1ccc(cc1)c2ccc3ccccc3n2
CHEMBL2164673,3570,0.9,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCC=CC2
CHEMBL279250,3571,1.79,CNS(=O)(=O)NC1=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccccc2
CHEMBL341876,3572,0.61,O=S(=O)(NCCNc1ncccn1)c2cccc3cnccc23
CHEMBL1783112,3573,1.6,COc1ccc2nc(C)cc(c2c1)n3cc(CNC(=O)C)nn3
CHEMBL2169920,3574,2.23,Oc1ccc(CCNCCN(C2CCCCC2)C(=O)CCNCCc3ccc(Cl)c(Cl)c3)c4OCC(=O)Nc14
CHEMBL1082983,3575,2.37,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
CHEMBL397237,3576,3.29,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13
CHEMBL1209820,3577,3.32,CCCS(=O)(=O)c1ccc(cc1)C(CNS(=O)(=O)c2ccc(cc2)C(F)(F)F)N3CCCCCC3
CHEMBL282625,3578,2.2,NC(=N)c1cc2c(\C=C\c3ccc4OCOc4c3)cccc2s1
CHEMBL2158816,3579,2.6,OC(=O)C(N1CCCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C1)c4ccccc4
CHEMBL260488,3580,0.69,CCOC(=O)c1cc(O)c(nn1)c2ccccc2
CHEMBL2144949,3581,1.69,c1ccc2c(c1)nnn2c3ccncc3
CHEMBL1957851,3582,2.8,Cc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1
CHEMBL2205493,3583,1.05,Nc1nc(O)cc(n1)c2ccc(O)cc2
CHEMBL168418,3584,3,O=C(NCc1ccccc1)c2cccnc2Oc3ccccc3
CHEMBL474830,3585,2,CC(C)CNc1nc(nc(N2CC(O)C2)c1N)C#N
CHEMBL1715438,3586,1.1,CN(C)C(=O)N1CCC(CC1)C(=O)NCc2cccs2
CHEMBL1762542,3587,2.2,CN(c1ccnc(Nc2cc(cc(c2)C(=O)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C
CHEMBL1209657,3588,3.98,Fc1ccc(cc1Cl)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3
CHEMBL360106,3589,4.1,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)[N+](=O)[O-]
CHEMBL196516,3590,2.97,Clc1ccc(cc1)c2c[nH]nn2
CHEMBL2335907,3591,2.73,COc1cc(cc2cnc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)nc12)c4ccncc4
CHEMBL84597,3592,3.97,CC(C)N1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12
CHEMBL387675,3593,-0.94,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(=O)O
CHEMBL1088030,3594,2.68,C[C@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4
CHEMBL258176,3595,1.44,CC(C)N1CCN(Cc2cnc(c(C)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1
CHEMBL723,3596,3.27,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23
CHEMBL2035017,3597,3.6,NC1(CCC1)c2ccc(cc2)c3nc4ccccc4cc3c5ccccc5
CHEMBL2177605,3598,1.33,OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCC6
CHEMBL606052,3599,2.99,O=C1Nc2cc(ccc2C1c3ncnc4cc(OCCCN5CCOCC5)ccc34)C#N
CHEMBL91023,3600,3.93,CC(C)(C)C(=O)NCc1ccc(NC(=O)N2CCCC(O)(C2)c3ccc(Cl)c(Cl)c3)cc1
CHEMBL513909,3601,3.14,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O
CHEMBL113690,3602,2.39,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc3c(N)ncnc13
CHEMBL598191,3603,1.16,NC(=N)c1cc2c(OCc3ccccc3)cccc2s1
CHEMBL207881,3604,2.1,OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1
CHEMBL274713,3605,3.87,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1
CHEMBL488937,3606,2.78,Cc1c(N)cccc1CN2C=CC(=CC2=O)OCCc3cccs3
CHEMBL185328,3607,3.1,Cc1ccc(NC(=O)c2ccnc(c2)N3CCOCC3)cc1Nc4ccnc(Cl)n4
CHEMBL1083942,3608,1.79,OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3
CHEMBL2171017,3609,3.74,COc1ccc(cc1Cl)C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2
CHEMBL1945041,3610,1.85,O[C@@H](CNCCc1cccc(CNCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34
CHEMBL1419,3611,3.6,CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2
CHEMBL2088100,3612,3.56,Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1
CHEMBL1223951,3613,1.76,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1
CHEMBL84803,3614,3.5,COc1cc(Nc2c(cnc3cc(OC)c(OC)cc23)C#N)cc(OC)c1
CHEMBL497854,3615,3.43,Cc1cc(CNc2ncc(Br)c(Nc3cc([nH]n3)C4CC4)n2)on1
CHEMBL404422,3616,1.5,CCCCC1(CC)C(=O)NC(=O)NC1=O
CHEMBL377772,3617,2.64,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4CC(=O)N
CHEMBL93173,3618,3.5,COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC
CHEMBL2022881,3619,1.52,COc1ccc(cc1)c2cc(O)nc(N)n2
CHEMBL194102,3620,2.7,OC(=O)c1ccc(NC(=O)c2cc(OCc3ccccc3)cc(OCc4ccccc4)c2)nc1
CHEMBL233658,3621,3.64,OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3
CHEMBL402548,3622,2,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5
CHEMBL1951909,3623,1.25,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL148313,3624,2.82,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(\C=C\C(=O)Nc3ccccc3N)cc2
CHEMBL1289466,3625,2.63,Clc1ccc(C2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1
CHEMBL1800658,3626,2.33,CC(C)N(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3
CHEMBL822,3627,2.83,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
CHEMBL1620331,3628,2.65,CCOc1ccc(cc1)c2cnc3CCCn23
CHEMBL2164679,3629,3.1,C[C@@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N
CHEMBL2098183,3630,3.2,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1
CHEMBL274567,3631,1.86,CNC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccc(F)cc2
CHEMBL2062585,3632,-0.87,CC(=O)Nc1ccc2c(c1)c(cn2CCC(=O)O)c3cc(NC4CC4)n5ncc(C#N)c5n3
CHEMBL179993,3633,3.7,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N(C)C
CHEMBL1213118,3634,3.09,CN1CCN(CC1)c2nc3ccccc3cc2Cn4nc(c5ccc6nc(N)sc6c5)c7c(N)ncnc47
CHEMBL2321985,3635,1.81,Oc1cccc2ccc(nc12)C#N
CHEMBL2335866,3636,3.14,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4OC)cc1
CHEMBL1630742,3637,0.6,NCCCCCc1c[nH]c2ccc(F)cc12
CHEMBL496942,3638,2.5,CN1C(=O)N(Cc2ccc(cc2)C(=O)O)C(=O)c3cc(ccc13)C#CCc4ccccc4
CHEMBL130902,3639,3.5,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)c4ccc(O)cc4[S+](C)[O-])c5ccc(Cl)c(Cl)c5)C#N
CHEMBL113,3640,-0.03,CN1C(=O)N(C)c2ncn(C)c2C1=O
CHEMBL407848,3641,3.21,Cn1c(ccc1c2cc(F)c3NC(=O)C(C)(C)c3c2)C#N
CHEMBL317378,3642,2.1,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CCC#N)c3cc(Cl)ccc3Cl)cc1
CHEMBL560423,3643,0.26,OC1(CNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O)CCCCCC1
CHEMBL31354,3644,3,COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2
CHEMBL223402,3645,4,Fc1ccccc1NC(=O)N[C@H]2N=C(c3ccccc3)c4ccccc4NC2=O
CHEMBL2179273,3646,0.6,CCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL374656,3647,3.1,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3sccc3[nH]2
CHEMBL309222,3648,-0.13,Cc1cccc(Br)c1C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O
CHEMBL429682,3649,0.92,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13
CHEMBL2178370,3650,1.4,Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@@H](CC4)c5nnn[nH]5)c2
CHEMBL496483,3651,4.11,Brc1cnc(NCc2ccccc2)nc1Nc3cc([nH]n3)C4CC4
CHEMBL550637,3652,2.12,Cc1ccc(cc1NC(=O)CC23CC4CC(CC(C4)C2)C3)C(=O)N5CC6CNCC(C5)O6
CHEMBL650,3653,2.12,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14
